geneName,gene_biotype,hgnc_symbol,mean.CPM,min.CPM,max.CPM,express.in.libs
ENSG00000143171,protein_coding,RXRG,0.014549365414878064,0,0.6401720782546348,1
ENSG00000143194,protein_coding,MAEL,0.027946345996630043,0,1.229639223851722,1
ENSG00000143199,protein_coding,ADCY10,0.06011993571419763,0,1.5782687128745168,3
ENSG00000143257,protein_coding,NR1I3,0.15988077098590253,0,2.1733850526529697,6
ENSG00000143278,protein_coding,F13B,0,0,0,0
ENSG00000143340,protein_coding,FAM163A,0.01570501212898087,0,0.6910205336751581,1
ENSG00000143355,protein_coding,LHX9,0,0,0,0
ENSG00000143469,protein_coding,SYT14,0.02923644571319969,0,0.6462315331261516,2
ENSG00000143473,protein_coding,KCNH1,0.06872386344897413,0,1.5489387188211545,3
ENSG00000143512,protein_coding,HHIPL2,0.059798726290684945,0,0.7545928292552622,5
ENSG00000143520,protein_coding,FLG2,0,0,0,0
ENSG00000143552,protein_coding,NUP210L,0.2666671919167691,0,3.2587814655717886,12
ENSG00000143556,protein_coding,S100A7,0.0573112315924633,0,2.045959060359202,2
ENSG00000143595,protein_coding,AQP10,0.03247268098573771,0,1.0073039610213659,2
ENSG00000143627,protein_coding,PKLR,0,0,0,0
ENSG00000143631,protein_coding,FLG,0.030323582033945362,0,0.8585024797844129,2
ENSG00000143632,protein_coding,ACTA1,0.1625302272027386,0,1.2924630662523031,12
ENSG00000143768,protein_coding,LEFTY2,0,0,0,0
ENSG00000143816,protein_coding,WNT9A,0.14765422978240675,0,2.172520977047859,6
ENSG00000143839,protein_coding,REN,0.02911581671738531,0,0.7526142054426049,2
ENSG00000143858,protein_coding,SYT2,0.15506293330758036,0,2.8737873643675,5
ENSG00000143867,protein_coding,OSR1,0.070474178961875,0,1.329329393201012,3
ENSG00000143869,protein_coding,GDF7,0.16348910652860704,0,2.5755074393532387,8
ENSG00000143921,protein_coding,ABCG8,0,0,0,0
ENSG00000143954,protein_coding,REG3G,0,0,0,0
ENSG00000144015,protein_coding,TRIM43,0,0,0,0
ENSG00000144035,protein_coding,NAT8,0.04938075142667126,0,0.6742820076611922,4
ENSG00000144057,protein_coding,ST6GAL2,0.012343869187771927,0,0.5431302442619648,1
ENSG00000144063,protein_coding,MALL,0.054946661731811376,0,0.7545928292552622,4
ENSG00000144119,protein_coding,C1QL2,0.07555434204268385,0,1.531235871956525,4
ENSG00000144191,protein_coding,CNGA3,0.047115036386942595,0,2.0730616010254743,1
ENSG00000144227,protein_coding,NXPH2,0,0,0,0
ENSG00000144229,protein_coding,THSD7B,0.023557518193471298,0,1.0365308005127372,1
ENSG00000144278,protein_coding,GALNT13,0,0,0,0
ENSG00000144285,protein_coding,SCN1A,0.04747068050975185,0,1.0521791419163444,2
ENSG00000144331,protein_coding,ZNF385B,0.021337263185681698,0,0.5615431655423636,2
ENSG00000144339,protein_coding,TMEFF2,0,0,0,0
ENSG00000144355,protein_coding,DLX1,0.025524689342834708,0,1.1230863310847272,1
ENSG00000144369,protein_coding,FAM171B,0.1219005029925172,0,2.03134913406972,6
ENSG00000144410,protein_coding,CPO,0,0,0,0
ENSG00000144452,protein_coding,ABCA12,0.07714862198367577,0,2.0951417852284124,4
ENSG00000144460,protein_coding,NYAP2,0.11038784424370941,0,2.045959060359202,4
ENSG00000144481,protein_coding,TRPM8,0.13982582985268407,0,3.306176400380607,4
ENSG00000144583,protein_coding,MARCH4,0.019511419995100292,0,0.8585024797844129,1
ENSG00000144619,protein_coding,CNTN4,0.3780461043306936,0,13.608084686822302,4
ENSG00000144644,protein_coding,GADL1,0,0,0,0
ENSG00000144671,protein_coding,SLC22A14,0.009579409144343035,0,0.4214940023510935,1
ENSG00000144724,protein_coding,PTPRG,0.19438465030537658,0,2.6971280306447687,9
ENSG00000144730,protein_coding,IL17RD,0.024972966763478533,0,1.0988105375930555,1
ENSG00000144771,protein_coding,LRTM1,0.009066505684209473,0,0.3989262501052168,1
ENSG00000144810,protein_coding,COL8A1,0.1474898906334957,0,2.600355858699263,4
ENSG00000144820,protein_coding,ADGRG7,0,0,0,0
ENSG00000144847,protein_coding,IGSF11,0.03589972087056322,0,1.1967787503156504,2
ENSG00000144868,protein_coding,TMEM108,0.022518054668967502,0,0.5615431655423636,2
ENSG00000144891,protein_coding,AGTR1,0,0,0,0
ENSG00000144935,protein_coding,TRPC1,0.26190480928873916,0,1.3820410673503163,16
ENSG00000144962,protein_coding,SPATA16,0,0,0,0
ENSG00000145002,protein_coding,FAM86B2,0.02029165864688671,0,0.4822919284105153,2
ENSG00000145029,protein_coding,NICN1,0,0,0,0
ENSG00000145040,protein_coding,UCN2,0.1223815687241956,0,2.6971280306447687,3
ENSG00000145087,protein_coding,STXBP5L,0.027311710086295418,0,0.6401720782546348,2
ENSG00000145192,protein_coding,AHSG,0.01144663592069734,0,0.5036519805106829,1
ENSG00000145198,protein_coding,VWA5B2,0.06953043104325772,0,1.1318892438828931,4
ENSG00000145242,protein_coding,EPHA5,0,0,0,0
ENSG00000145244,protein_coding,CORIN,0.15630608435325274,0,1.329329393201012,8
ENSG00000145248,protein_coding,SLC10A4,0.10073037927125045,0,2.825604269601076,3
ENSG00000145283,protein_coding,SLC10A6,0.015773583210446605,0,0.6940376612596506,1
ENSG00000145309,protein_coding,CABS1,0,0,0,0
ENSG00000145321,protein_coding,GC,0,0,0,0
ENSG00000145384,protein_coding,FABP2,0.029098730829756128,0,1.2803441565092697,1
ENSG00000145423,protein_coding,SFRP2,0,0,0,0
ENSG00000145451,protein_coding,GLRA3,0,0,0,0
ENSG00000145506,protein_coding,NKD2,0.008596419000052851,0,0.37824243600232543,1
ENSG00000145526,protein_coding,CDH18,0.012833125479477651,0,0.5646575210970166,1
ENSG00000145536,protein_coding,ADAMTS16,0.06353323498634257,0,1.222387040741549,4
ENSG00000145642,protein_coding,FAM159B,0.02947694137741769,0,0.7545928292552622,2
ENSG00000145681,protein_coding,HAPLN1,0,0,0,0
ENSG00000145692,protein_coding,BHMT,0,0,0,0
ENSG00000145721,protein_coding,LIX1,0.02587067631794668,0,1.138309757989654,1
ENSG00000145808,protein_coding,ADAMTS19,0.03849937643843295,0,1.6939725632910498,1
ENSG00000145826,protein_coding,LECT2,0,0,0,0
ENSG00000145861,protein_coding,C1QTNF2,0.10933139121358076,0,1.2312139831434494,6
ENSG00000145863,protein_coding,GABRA6,0,0,0,0
ENSG00000145864,protein_coding,GABRB2,0.12337047234653715,0,3.7112958236788094,2
ENSG00000145879,protein_coding,SPINK7,0.030040206464487088,0,0.7526142054426049,2
ENSG00000145888,protein_coding,GLRA1,0,0,0,0
ENSG00000145934,protein_coding,TENM2,0.1767299844651965,0,2.104358283832689,8
ENSG00000145975,protein_coding,FAM217A,0.007852506064490434,0,0.34551026683757907,1
ENSG00000146005,protein_coding,PSD2,0.01813170215705608,0,0.7977948949104675,1
ENSG00000146013,protein_coding,GFRA3,0.015389008591437272,0,0.67711637802324,1
ENSG00000146039,protein_coding,SLC17A4,0,0,0,0
ENSG00000146047,protein_coding,HIST1H2BA,0,0,0,0
ENSG00000146049,protein_coding,KAAG1,0.03684059809268288,0,0.5615431655423636,3
ENSG00000146090,protein_coding,RASGEF1C,0,0,0,0
ENSG00000146122,protein_coding,DAAM2,0.07699475191182956,0,1.9946312505260841,4
ENSG00000146147,protein_coding,MLIP,0.09332157779050076,0,2.7924837507365177,4
ENSG00000146151,protein_coding,HMGCLL1,0,0,0,0
ENSG00000146166,protein_coding,LGSN,0.23640442652270732,0,5.951117520685093,5
ENSG00000146216,protein_coding,TTBK1,0.028914528286236214,0,0.842988004702187,2
ENSG00000146250,protein_coding,PRSS35,0.2595523420284453,0,4.105410520525,7
ENSG00000146267,protein_coding,FAXC,0.12337839643496182,0,2.0493987064195367,4
ENSG00000146276,protein_coding,GABRR1,0,0,0,0
ENSG00000146352,protein_coding,CLVS2,0,0,0,0
ENSG00000146360,protein_coding,GPR6,0.01144663592069734,0,0.5036519805106829,1
ENSG00000146378,protein_coding,TAAR2,0,0,0,0
ENSG00000146383,protein_coding,TAAR6,0,0,0,0
ENSG00000146385,protein_coding,TAAR8,0,0,0,0
ENSG00000146399,protein_coding,TAAR1,0,0,0,0
ENSG00000146469,protein_coding,VIP,0.05736060855204634,0,1.5489387188211545,3
ENSG00000146477,protein_coding,SLC22A3,0.09815289927915326,0,2.2637784877657863,4
ENSG00000146530,protein_coding,VWDE,0.11160760485016434,0,2.2637784877657863,3
ENSG00000146618,protein_coding,FERD3L,0,0,0,0
ENSG00000146678,protein_coding,IGFBP1,0,0,0,0
ENSG00000146755,protein_coding,TRIM50,0,0,0,0
ENSG00000146809,protein_coding,ASB15,0,0,0,0
ENSG00000146839,protein_coding,ZAN,0.015872286251730396,0,0.6983805950761375,1
ENSG00000146857,protein_coding,STRA8,0,0,0,0
ENSG00000146910,protein_coding,CNPY1,0,0,0,0
ENSG00000146926,protein_coding,ASB10,0,0,0,0
ENSG00000146938,protein_coding,NLGN4X,0,0,0,0
ENSG00000146955,protein_coding,RAB19,0.10330546223894445,0,2.0730616010254743,3
ENSG00000146966,protein_coding,DENND2A,0.04754702188825271,0,1.5489387188211545,2
ENSG00000147059,protein_coding,SPIN2A,0.015324591083208912,0,0.6742820076611922,1
ENSG00000147081,protein_coding,AKAP4,0,0,0,0
ENSG00000147113,protein_coding,CXorf36,0.02234175381576039,0,0.5615431655423636,2
ENSG00000147117,protein_coding,ZNF157,0.06348914500692159,0,2.79352238030455,1
ENSG00000147145,protein_coding,LPAR4,0.03652573491624645,0,0.6819863534530674,3
ENSG00000147183,protein_coding,CPXCR1,0.010961180191148076,0,0.4822919284105153,1
ENSG00000147223,protein_coding,RIPPLY1,0.007852506064490434,0,0.34551026683757907,1
ENSG00000147234,protein_coding,FRMPD3,0,0,0,0
ENSG00000147246,protein_coding,HTR2C,0,0,0,0
ENSG00000147255,protein_coding,IGSF1,0,0,0,0
ENSG00000147256,protein_coding,ARHGAP36,0,0,0,0
ENSG00000147257,protein_coding,GPC3,0.009443475585820342,0,0.41551292577609505,1
ENSG00000147262,protein_coding,GPR119,0,0,0,0
ENSG00000147378,protein_coding,FATE1,0.11807723810278557,0,4.773904474171472,2
ENSG00000147381,protein_coding,MAGEA4,0,0,0,0
ENSG00000147432,protein_coding,CHRNB3,0,0,0,0
ENSG00000147434,protein_coding,CHRNA6,0.30009449149743045,0,5.053888489881272,4
ENSG00000147481,protein_coding,SNTG1,0.012843655770913981,0,0.5651208539202152,1
ENSG00000147485,protein_coding,PXDNL,0.11786292615288217,0,1.2312139831434494,7
ENSG00000147509,protein_coding,RGS20,0,0,0,0
ENSG00000147588,protein_coding,PMP2,0.035203152700480786,0,1.5489387188211545,1
ENSG00000147596,protein_coding,PRDM14,0,0,0,0
ENSG00000147606,protein_coding,SLC26A7,0.06544376858729581,0,1.8335805611123233,3
ENSG00000147613,protein_coding,PSKH2,0,0,0,0
ENSG00000147655,protein_coding,RSPO2,0,0,0,0
ENSG00000147689,protein_coding,FAM83A,0.27588930593144767,0,3.3879451265820997,9
ENSG00000147869,protein_coding,CER1,0,0,0,0
ENSG00000147873,protein_coding,IFNA5,0,0,0,0
ENSG00000147885,protein_coding,IFNA16,0,0,0,0
ENSG00000147896,protein_coding,IFNK,0.07893773040766094,0,1.2316231561575,4
ENSG00000148082,protein_coding,SHC3,0.09881569072015209,0,1.8864820731381555,4
ENSG00000148136,protein_coding,OR13C4,0,0,0,0
ENSG00000148156,protein_coding,ACTL7B,0,0,0,0
ENSG00000148204,protein_coding,CRB2,0.020567872036395218,0,0.47573512970918314,2
ENSG00000148215,protein_coding,OR5C1,0,0,0,0
ENSG00000148357,protein_coding,HMCN2,0.05043290898812511,0,1.3820410673503163,3
ENSG00000148377,protein_coding,IDI2,0.015389008591437272,0,0.67711637802324,1
ENSG00000148386,protein_coding,LCN9,0,0,0,0
ENSG00000148408,protein_coding,CACNA1B,0.03704633612476653,0,1.6300387894897272,1
ENSG00000148488,protein_coding,ST8SIA6,0.22386281601795477,0,4.904853390159204,6
ENSG00000148513,protein_coding,ANKRD30A,0.011956581158140278,0,0.5260895709581722,1
ENSG00000148584,protein_coding,A1CF,0,0,0,0
ENSG00000148602,protein_coding,LRIT1,0,0,0,0
ENSG00000148604,protein_coding,RGR,0.020668753613289556,0,0.5036519805106829,2
ENSG00000148671,protein_coding,ADIRF,0,0,0,0
ENSG00000148677,protein_coding,ANKRD1,0.05660548687056877,0,1.329329393201012,4
ENSG00000148680,protein_coding,HTR7,0.16332774380122625,0,3.39566773164868,3
ENSG00000148702,protein_coding,HABP2,0.028738227433029104,0,1.2644820070532805,1
ENSG00000148704,protein_coding,VAX1,0,0,0,0
ENSG00000148798,protein_coding,INA,0,0,0,0
ENSG00000148826,protein_coding,NKX6-2,0,0,0,0
ENSG00000148942,protein_coding,SLC5A12,0,0,0,0
ENSG00000148948,protein_coding,LRRC4C,0.010961180191148076,0,0.4822919284105153,1
ENSG00000148965,protein_coding,SAA4,0,0,0,0
ENSG00000149124,protein_coding,GLYAT,0,0,0,0
ENSG00000149133,protein_coding,OR5F1,0,0,0,0
ENSG00000149295,protein_coding,DRD2,0.3038975504029239,0,9.163546639799792,4
ENSG00000149305,protein_coding,HTR3B,0,0,0,0
ENSG00000149403,protein_coding,GRIK4,0.01915881828868607,0,0.842988004702187,1
ENSG00000149435,protein_coding,GGTLC1,0.04696084496483927,0,0.8585024797844129,3
ENSG00000149451,protein_coding,ADAM33,0.01915881828868607,0,0.842988004702187,1
ENSG00000149452,protein_coding,SLC22A8,0,0,0,0
ENSG00000149488,protein_coding,TMC2,0.02766635307777665,0,1.2173195354221726,1
ENSG00000149507,protein_coding,OOSP2,0,0,0,0
ENSG00000149571,protein_coding,KIRREL3,0.1600607654546709,0,1.531235871956525,9
ENSG00000149575,protein_coding,SCN2B,0.1300463719697337,0,2.082112983778952,4
ENSG00000149596,protein_coding,JPH2,0.08911979807224615,0,2.463246312315,3
ENSG00000149634,protein_coding,SPATA25,0.06051992482815615,0,1.1230863310847272,4
ENSG00000149635,protein_coding,OCSTAMP,0.07189022405440408,0,2.172520977047859,3
ENSG00000149651,protein_coding,SPINT4,0.04761685875519119,0,2.0951417852284124,1
ENSG00000149654,protein_coding,CDH22,0,0,0,0
ENSG00000149735,protein_coding,GPHA2,0.0870602082568461,0,3.0780349578586237,2
ENSG00000149742,protein_coding,SLC22A9,0,0,0,0
ENSG00000149926,protein_coding,FAM57B,0.09413274203450742,0,1.6197339748919637,5
ENSG00000149948,protein_coding,HMGA2,0.10141361789706499,0,2.1462561994610323,4
ENSG00000149968,protein_coding,MMP3,0.014549365414878064,0,0.6401720782546348,1
ENSG00000149972,protein_coding,CNTN5,0.1882429465542813,0,2.8737873643675,6
ENSG00000150051,protein_coding,MKX,0.08080129249422408,0,1.3820410673503163,4
ENSG00000150201,protein_coding,FXYD4,0.02682609998558185,0,0.6111935203707745,2
ENSG00000150244,protein_coding,TRIM48,0,0,0,0
ENSG00000150261,protein_coding,OR8K1,0,0,0,0
ENSG00000150269,protein_coding,OR5M9,0,0,0,0
ENSG00000150275,protein_coding,PCDH15,0,0,0,0
ENSG00000150361,protein_coding,KLHL1,0,0,0,0
ENSG00000150394,protein_coding,CDH8,0.05483993363910388,0,1.9837058402283643,2
ENSG00000150471,protein_coding,ADGRL3,0.009315448665543348,0,0.4098797412839073,1
ENSG00000150551,protein_coding,LYPD1,0.07251782660916002,0,0.811546356948115,5
ENSG00000150625,protein_coding,GPM6A,0.052653109517193875,0,1.2312139831434494,3
ENSG00000150630,protein_coding,VEGFC,0.015773583210446605,0,0.6940376612596506,1
ENSG00000150656,protein_coding,CNDP1,0.06939891789645962,0,2.03134913406972,3
ENSG00000150676,protein_coding,CCDC83,0,0,0,0
ENSG00000150722,protein_coding,PPP1R1C,0.01933511914189318,0,0.4292512398922064,2
ENSG00000150750,protein_coding,C11orf53,0.12515885228807133,0,2.699556624819939,5
ENSG00000150783,protein_coding,TEX12,0.05438615258085341,0,0.6940376612596506,4
ENSG00000150893,protein_coding,FREM2,0.06414879045942806,0,1.2644820070532805,4
ENSG00000151005,protein_coding,TKTL2,0,0,0,0
ENSG00000151025,protein_coding,GPR158,0,0,0,0
ENSG00000151033,protein_coding,LYZL2,0,0,0,0
ENSG00000151079,protein_coding,KCNA6,0,0,0,0
ENSG00000151322,protein_coding,NPAS3,0.11283372068471935,0,2.5755074393532387,4
ENSG00000151360,protein_coding,ALLC,0,0,0,0
ENSG00000151365,protein_coding,THRSP,0.008700203817934802,0,0.3828089679891313,1
ENSG00000151379,protein_coding,MSGN1,0.012010948411871563,0,0.5284817301223488,1
ENSG00000151388,protein_coding,ADAMTS12,0.012010948411871563,0,0.5284817301223488,1
ENSG00000151418,protein_coding,ATP6V1G3,0.047897045721715166,0,2.1074700117554674,1
ENSG00000151468,protein_coding,CCDC3,0.023045754780511785,0,0.5925192079914251,2
ENSG00000151475,protein_coding,SLC25A31,0,0,0,0
ENSG00000151572,protein_coding,ANO4,0,0,0,0
ENSG00000151577,protein_coding,DRD3,0,0,0,0
ENSG00000151615,protein_coding,POU4F2,0,0,0,0
ENSG00000151617,protein_coding,EDNRA,0.025144718588987418,0,0.67711637802324,2
ENSG00000151640,protein_coding,DPYSL4,0.30142995404417516,0,6.839164422456239,7
ENSG00000151778,protein_coding,SERP2,0.20967818348489725,0,1.707464636984481,11
ENSG00000151789,protein_coding,ZNF385D,0.029374160596643252,0,1.2924630662523031,1
ENSG00000151812,protein_coding,SLC35F4,0,0,0,0
ENSG00000151834,protein_coding,GABRA2,0,0,0,0
ENSG00000151838,protein_coding,CCDC175,0.10075386798945866,0,1.3485640153223843,5
ENSG00000151892,protein_coding,GFRA1,0.009443475585820342,0,0.41551292577609505,1
ENSG00000151917,protein_coding,BEND6,0.046258634776391576,0,1.0862604885239295,3
ENSG00000151952,protein_coding,TMEM132D,0.03703160756331578,0,1.6293907327858943,1
ENSG00000151962,protein_coding,RBM46,0.007852506064490434,0,0.34551026683757907,1
ENSG00000151967,protein_coding,SCHIP1,0.10547636202450424,0,2.3933846847314024,4
ENSG00000152034,protein_coding,MCHR2,0,0,0,0
ENSG00000152049,protein_coding,KCNE4,0,0,0,0
ENSG00000152086,protein_coding,TUBA3E,0.03480954952864478,0,0.6111935203707745,3
ENSG00000152092,protein_coding,ASTN1,0.03703160756331578,0,1.6293907327858943,1
ENSG00000152093,protein_coding,CFC1B,0,0,0,0
ENSG00000152137,protein_coding,HSPB8,0.3017108007478172,0,8.596058640989579,6
ENSG00000152192,protein_coding,POU4F1,0.03703160756331578,0,1.6293907327858943,1
ENSG00000152214,protein_coding,RIT2,0,0,0,0
ENSG00000152254,protein_coding,G6PC2,0,0,0,0
ENSG00000152266,protein_coding,PTH,0,0,0,0
ENSG00000152292,protein_coding,SH2D6,0.17234348773616576,0,1.2877537196766193,11
ENSG00000152402,protein_coding,GUCY1A2,0,0,0,0
ENSG00000152430,protein_coding,BOLL,0.015773583210446605,0,0.6940376612596506,1
ENSG00000152578,protein_coding,GRIA4,0,0,0,0
ENSG00000152591,protein_coding,DSPP,0,0,0,0
ENSG00000152592,protein_coding,DMP1,0,0,0,0
ENSG00000152595,protein_coding,MEPE,0.029765066507167034,0,0.5163129062737182,3
ENSG00000152661,protein_coding,GJA1,0.06427618303254305,0,1.0862604885239295,4
ENSG00000152670,protein_coding,DDX4,0.009222117692592216,0,0.4057731784740575,1
ENSG00000152779,protein_coding,SLC16A12,0.023913162316280556,0,1.0521791419163444,1
ENSG00000152910,protein_coding,CNTNAP4,0,0,0,0
ENSG00000152954,protein_coding,NRSN1,0.009443475585820342,0,0.41551292577609505,1
ENSG00000152977,protein_coding,ZIC1,0,0,0,0
ENSG00000153002,protein_coding,CPB1,0.034003988408786476,0,0.7977948949104675,2
ENSG00000153060,protein_coding,TEKT5,0.06803465265643119,0,1.2316231561575,3
ENSG00000153086,protein_coding,ACMSD,0.009579409144343035,0,0.4214940023510935,1
ENSG00000153093,protein_coding,ACOXL,0.3757913618373816,0,11.133887471036427,9
ENSG00000153165,protein_coding,RGPD3,0.04012682586398376,0,1.2370986078929365,2
ENSG00000153230,protein_coding,OR14K1,0,0,0,0
ENSG00000153233,protein_coding,PTPRR,0.11246350980844877,0,4.948394431571746,1
ENSG00000153253,protein_coding,SCN3A,0.11916998554840862,0,2.463246312315,3
ENSG00000153266,protein_coding,FEZF2,0,0,0,0
ENSG00000153294,protein_coding,ADGRF4,0.09331387925536067,0,1.9205162347639044,3
ENSG00000153303,protein_coding,FRMD1,0,0,0,0
ENSG00000153495,protein_coding,TEX29,0.21578523345310355,0,2.0951417852284124,11
ENSG00000153498,protein_coding,SPACA7,0.009222117692592216,0,0.4057731784740575,1
ENSG00000153684,protein_coding,GOLGA8F,0,0,0,0
ENSG00000153707,protein_coding,PTPRD,0,0,0,0
ENSG00000153714,protein_coding,LURAP1L,0.1903312384081613,0,2.699556624819939,7
ENSG00000153779,protein_coding,TGIF2LX,0,0,0,0
ENSG00000153802,protein_coding,TMPRSS11D,0,0,0,0
ENSG00000153820,protein_coding,SPHKAP,0,0,0,0
ENSG00000153902,protein_coding,LGI4,0.026420316971057095,0,0.7526142054426049,2
ENSG00000153956,protein_coding,CACNA2D1,0.015106497788106594,0,0.6646859026766901,1
ENSG00000153976,protein_coding,HS3ST3A1,0.023626089274937038,0,0.6940376612596506,2
ENSG00000153993,protein_coding,SEMA3D,0,0,0,0
ENSG00000154007,protein_coding,ASB17,0,0,0,0
ENSG00000154025,protein_coding,SLC5A10,0.02587067631794668,0,1.138309757989654,1
ENSG00000154027,protein_coding,AK5,0.1853381240397781,0,2.0951417852284124,8
ENSG00000154096,protein_coding,THY1,0.018444235385184433,0,0.811546356948115,1
ENSG00000154118,protein_coding,JPH3,0.10426878409191102,0,2.658658786402024,2
ENSG00000154133,protein_coding,ROBO4,0.1679752897527802,0,2.8737873643675,6
ENSG00000154143,protein_coding,PANX3,0,0,0,0
ENSG00000154162,protein_coding,CDH12,0.18921212287628567,0,3.455102668375791,7
ENSG00000154165,protein_coding,GPR15,0.16890834613619365,0,3.06247174391305,5
ENSG00000154227,protein_coding,CERS3,0,0,0,0
ENSG00000154252,protein_coding,GAL3ST2,0.012833125479477651,0,0.5646575210970166,1
ENSG00000154258,protein_coding,ABCA9,0.09476204336232005,0,1.1230863310847272,5
ENSG00000154263,protein_coding,ABCA10,0.16182076359120973,0,2.276619515979308,8
ENSG00000154342,protein_coding,WNT3A,0.01813170215705608,0,0.7977948949104675,1
ENSG00000154415,protein_coding,PPP1R3A,0,0,0,0
ENSG00000154438,protein_coding,ASZ1,0,0,0,0
ENSG00000154478,protein_coding,GPR26,0,0,0,0
ENSG00000154485,protein_coding,MMP21,0.04037514442829734,0,0.8210821041049999,3
ENSG00000154493,protein_coding,C10orf90,0,0,0,0
ENSG00000154529,protein_coding,CNTNAP3B,0.023690965391633872,0,0.5260895709581722,2
ENSG00000154545,protein_coding,MAGED4,0,0,0,0
ENSG00000154553,protein_coding,PDLIM3,0.13710898515163275,0,3.779379274747915,5
ENSG00000154645,protein_coding,CHODL,0.0778616995117416,0,1.5109559415320488,3
ENSG00000154646,protein_coding,TMPRSS15,0,0,0,0
ENSG00000154654,protein_coding,NCAM2,0.07040150890631802,0,1.9205162347639044,3
ENSG00000154678,protein_coding,PDE1C,0.05334113351817254,0,1.3639727069061347,3
ENSG00000154736,protein_coding,ADAMTS5,0.05890911140860008,0,2.0228460229835763,2
ENSG00000154864,protein_coding,PIEZO2,0.2640830910476361,0,3.7112958236788094,9
ENSG00000154975,protein_coding,CA10,0.03510409848717774,0,1.1230863310847272,2
ENSG00000154997,protein_coding,SEPT14,0,0,0,0
ENSG00000155011,protein_coding,DKK2,0.1639055701470686,0,3.6826269967072056,6
ENSG00000155026,protein_coding,RSPH10B,0.19929199926168503,0,1.0073039610213659,14
ENSG00000155052,protein_coding,CNTNAP5,0,0,0,0
ENSG00000155087,protein_coding,ODF1,0.03913129023406362,0,0.7526142054426049,3
ENSG00000155249,protein_coding,OR4K1,0,0,0,0
ENSG00000155269,protein_coding,GPR78,0,0,0,0
ENSG00000155428,protein_coding,TRIM74,0.02326199881258597,0,0.6462315331261516,2
ENSG00000155495,protein_coding,MAGEC1,0,0,0,0
ENSG00000155511,protein_coding,GRIA1,0.0878568063028253,0,1.0862604885239295,6
ENSG00000155622,protein_coding,XAGE2,0,0,0,0
ENSG00000155714,protein_coding,PDZD9,0.1937586552362886,0,3.5903362509469514,9
ENSG00000155816,protein_coding,FMN2,0.09456208611207347,0,2.0730616010254743,3
ENSG00000155833,protein_coding,CYLC2,0,0,0,0
ENSG00000155875,protein_coding,SAXO1,0.16588637417647065,0,3.2008603912731743,7
ENSG00000155886,protein_coding,SLC24A2,0.012486483381739267,0,0.5494052687965277,1
ENSG00000155890,protein_coding,TRIM42,0,0,0,0
ENSG00000155897,protein_coding,ADCY8,0,0,0,0
ENSG00000155918,protein_coding,RAET1L,0.022412534623820684,0,0.5646575210970166,2
ENSG00000155974,protein_coding,GRIP1,0.11004484926376369,0,1.6846294966270907,7
ENSG00000155980,protein_coding,KIF5A,0.07672826133803654,0,3.3760434988736074,1
ENSG00000156006,protein_coding,NAT2,0.07030312917758937,0,1.7275513341878954,3
ENSG00000156009,protein_coding,MAGEA8,0,0,0,0
ENSG00000156096,protein_coding,UGT2B4,0.009579409144343035,0,0.4214940023510935,1
ENSG00000156103,protein_coding,MMP16,0,0,0,0
ENSG00000156150,protein_coding,ALX3,0,0,0,0
ENSG00000156194,protein_coding,PPEF2,0.010812162038845071,0,0.47573512970918314,1
ENSG00000156218,protein_coding,ADAMTSL3,0.18356398617251451,0,3.1095924015382117,4
ENSG00000156219,protein_coding,ART3,0.08038469787588494,0,1.2173195354221726,4
ENSG00000156222,protein_coding,SLC28A1,0.018886951171640683,0,0.8310258515521901,1
ENSG00000156269,protein_coding,NAA11,0,0,0,0
ENSG00000156282,protein_coding,CLDN17,0,0,0,0
ENSG00000156395,protein_coding,SORCS3,0.012762344671417354,0,0.5615431655423636,1
ENSG00000156427,protein_coding,FGF18,0,0,0,0
ENSG00000156466,protein_coding,GDF6,0,0,0,0
ENSG00000156486,protein_coding,KCNS2,0.07749844925603039,0,3.409931767265337,1
ENSG00000156564,protein_coding,LRFN2,0,0,0,0
ENSG00000156574,protein_coding,NODAL,0.010961180191148076,0,0.4822919284105153,1
ENSG00000156575,protein_coding,PRG3,0.009222117692592216,0,0.4057731784740575,1
ENSG00000156687,protein_coding,UNC5D,0,0,0,0
ENSG00000156689,protein_coding,GLYATL2,0.033136927337814336,0,1.0365308005127372,2
ENSG00000156885,protein_coding,COX6A2,0.015389008591437272,0,0.67711637802324,1
ENSG00000156920,protein_coding,ADGRG4,0,0,0,0
ENSG00000156925,protein_coding,ZIC3,0.043248648155380286,0,1.9029405188367325,1
ENSG00000157005,protein_coding,SST,0,0,0,0
ENSG00000157060,protein_coding,SHCBP1L,0,0,0,0
ENSG00000157087,protein_coding,ATP2B2,0.16970437301247399,0,3.4919029753806874,3
ENSG00000157093,protein_coding,LYZL4,0,0,0,0
ENSG00000157103,protein_coding,SLC6A1,0,0,0,0
ENSG00000157119,protein_coding,KLHL40,0,0,0,0
ENSG00000157211,protein_coding,CDCP2,0,0,0,0
ENSG00000157219,protein_coding,HTR5A,0,0,0,0
ENSG00000157322,protein_coding,CLEC18A,0.2236898535400993,0,1.685976009404374,13
ENSG00000157335,protein_coding,CLEC18C,0.04373699591660452,0,0.6940376612596506,3
ENSG00000157399,protein_coding,ARSE,0.05344440921108017,0,1.0365308005127372,3
ENSG00000157502,protein_coding,MUM1L1,0.009579409144343035,0,0.4214940023510935,1
